OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|FND_MESSAGE_TOKENS_BK_U1|FND_MESSAGE_TOKENS_BK|Unique|APPLICATION_ID, MESSAGE_NAME, TOKEN_NAME, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_METRICS_BACKLOG_U1|FND_METRICS_BACKLOG|Unique|ESS_REQUEST_ID
FUSION|FND_MULTI_LINK_RECENT_ITEMS_N1|FND_MULTI_LINK_RECENT_ITEMS|Non Unique|RECENT_ITEMS_ID
FUSION|FND_NATURAL_LANGUAGES_TL_U1|FND_NATURAL_LANGUAGES_TL|Unique|LANGUAGE_CODE, LANGUAGE, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_NATURAL_LANGUAGES_TL_U11|FND_NATURAL_LANGUAGES_TL|Unique|LANGUAGE_CODE, LANGUAGE, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_NATURAL_LANGUAGES_TL_U2|FND_NATURAL_LANGUAGES_TL|Unique|DESCRIPTION, LANGUAGE, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_NATURAL_LANGUAGES_TL_U21|FND_NATURAL_LANGUAGES_TL|Unique|DESCRIPTION, LANGUAGE, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_NODE_U1|FND_NODE|Unique|TREE_STRUCTURE_CODE, NODE_ID, ENTERPRISE_ID
FUSION|FND_NOTIF_DEVICE_TOKENS_U1|FND_NOTIF_DEVICE_TOKENS|Unique|DEVICE_TOKEN_ID
FUSION|FND_NTF_APP_MODULE_U1|FND_NTF_APP_MODULE|Unique|APP_MODULE_ID
FUSION|FND_NTF_APP_MODULE_U2|FND_NTF_APP_MODULE|Unique|APIKEY
FUSION|FND_NTF_APP_MODULE_CHNL_U1|FND_NTF_APP_MODULE_CHNL|Unique|APP_MODULE_ID, CHANNEL_TYPE
FUSION|FND_NTF_CHANNEL_U1|FND_NTF_CHANNEL|Unique|CHANNEL_TYPE
FUSION|FND_NTF_EVENT_U1|FND_NTF_EVENT|Unique|EVENT_ID
FUSION|FND_NTF_EVENT_U2|FND_NTF_EVENT|Unique|APP_MODULE_ID, CLOUD_EVENT_SOURCE, CLOUD_EVENT_ID, EVENT_VERSION
FUSION|FND_NTF_EVENT_RECIPIENT_U1|FND_NTF_EVENT_RECIPIENT|Unique|EVENT_ID, USER_NAME
FUSION|FND_NTF_NOTIFICATION_U1|FND_NTF_NOTIFICATION|Unique|NOTIFICATION_ID
FUSION|FND_NTF_NOTIFICATION_PL_U1|FND_NTF_NOTIFICATION_PL|Unique|NOTIFICATION_ID
FUSION|FND_NTF_RECIPIENT_CHNL_U1|FND_NTF_RECIPIENT_CHNL|Unique|RECIPIENT_CHANNEL_ID
FUSION|FND_NTF_RECIPIENT_CHNL_U2|FND_NTF_RECIPIENT_CHNL|Unique|APP_MODULE_ID, USER_NAME, CHANNEL_TYPE, ADDRESS
FUSION|FND_OBJECT_INSTANCE_SETS_N1|FND_OBJECT_INSTANCE_SETS|Non Unique|OBJECT_ID, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_INSTANCE_SETS_N2|FND_OBJECT_INSTANCE_SETS|Non Unique|LAST_UPDATE_DATE, ENTERPRISE_ID, SANDBOX_ID
FUSION|FND_OBJECT_INSTANCE_SETS_U1|FND_OBJECT_INSTANCE_SETS|Unique|INSTANCE_SET_ID, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET1
FUSION|FND_OBJECT_INSTANCE_SETS_U11|FND_OBJECT_INSTANCE_SETS|Unique|INSTANCE_SET_ID, ENTERPRISE_ID, SANDBOX_ID, ORA_SEED_SET2
