OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|PON_OBJECTIVE_NEG_N1|PON_OBJECTIVE_NEGOTIATIONS|Non Unique|OBJECTIVE_HEADER_ID, AUCTION_HEADER_ID
FUSION|PON_OBJECTIVE_NEG_U1|PON_OBJECTIVE_NEGOTIATIONS|Unique|OBJECTIVE_NEGOTIATION_ID
FUSION|PO_NOTIFICATION_CONTROLS_N1|PO_NOTIFICATION_CONTROLS|Non Unique|PO_HEADER_ID
FUSION|PO_NOTIFICATION_CONTROLS_N2|PO_NOTIFICATION_CONTROLS|Non Unique|NOTIFICATION_CONDITION_CODE
FUSION|PO_NOTIFICATION_CONTROLS_U1|PO_NOTIFICATION_CONTROLS|Unique|NOTIFICATION_ID
FUSION|PO_NOTIF_CTRL_ARCHIVE_N1|PO_NOTIFICATION_CTRL_ARCHIVE|Non Unique|PO_HEADER_ID, FROM_CO_SEQ
FUSION|PO_NOTIF_CTRL_ARCHIVE_U1|PO_NOTIFICATION_CTRL_ARCHIVE|Unique|NOTIFICATION_ID, FROM_CO_SEQ
FUSION|PO_NOTIFICATION_CTRL_DRAFT_N1|PO_NOTIFICATION_CTRL_DRAFT|Non Unique|PO_HEADER_ID
FUSION|PO_NOTIFICATION_CTRL_DRAFT_U1|PO_NOTIFICATION_CTRL_DRAFT|Unique|NOTIFICATION_ID
FUSION|PON_PARTY_LINE_EXCLS_N2|PON_PARTY_LINE_EXCLUSIONS|Non Unique|AUCTION_HEADER_ID, TRADING_PARTNER_ID, VENDOR_SITE_ID, LINE_NUMBER
FUSION|PON_PARTY_LINE_EXCLUSIONS_U1|PON_PARTY_LINE_EXCLUSIONS|Unique|AUCTION_HEADER_ID, LINE_NUMBER, SEQUENCE_NUMBER
FUSION|PON_PRICE_ELEMENT_LISTS_U1|PON_PRICE_ELEMENT_LISTS|Unique|LIST_ID
FUSION|PON_PRICE_ELEMENT_TYPES_B_U1|PON_PRICE_ELEMENT_TYPES_B|Unique|PRICE_ELEMENT_TYPE_ID, ORA_SEED_SET1
FUSION|PON_PRICE_ELEMENT_TYPES_B_U11|PON_PRICE_ELEMENT_TYPES_B|Unique|PRICE_ELEMENT_TYPE_ID, ORA_SEED_SET2
FUSION|PON_PRICE_ELEMENT_TYPES_TL_U1|PON_PRICE_ELEMENT_TYPES_TL|Unique|PRICE_ELEMENT_TYPE_ID, LANGUAGE, ORA_SEED_SET1
FUSION|PON_PRICE_ELEMENT_TYPES_TL_U11|PON_PRICE_ELEMENT_TYPES_TL|Unique|PRICE_ELEMENT_TYPE_ID, LANGUAGE, ORA_SEED_SET2
FUSION|PON_PROGRAM_HEADERS_N1|PON_PROGRAM_HEADERS|Non Unique|PROGRAM_PHASE
FUSION|PON_PROGRAM_HEADERS_N2|PON_PROGRAM_HEADERS|Non Unique|PROGRAM_STATUS
FUSION|PON_PROGRAM_HEADERS_U1|PON_PROGRAM_HEADERS|Unique|PROGRAM_HEADER_ID
FUSION|PON_PROGRAM_OBJECTIVES_U1|PON_PROGRAM_OBJECTIVES|Unique|OBJECTIVE_HEADER_ID
FUSION|PON_PROGRAM_TEAM_MEMBERS_U1|PON_PROGRAM_TEAM_MEMBERS|Unique|PROGRAM_HEADER_ID, PERSON_ID
FUSION|PON_PROGRAM_TEAM_MEMBERS_U2|PON_PROGRAM_TEAM_MEMBERS|Unique|TEAM_MEMBER_ID
